1,90.50%
2,188.50%
3,281.00%
4,508.25%
5,750.75%
6,1023.50%
7,1215.50%
8,1409.50%
9,1611.75%
10,1788.00%
11,1976.25%
12,2038.25%
13,2199.50%
14,2302.25%
15,2420.50%
16,2565.50%
17,2726.50%
18,2828.75%
19,2899.25%
20,2959.00%
21,3130.25%
22,3168.50%
23,3362.25%
24,3273.75%
25,3441.00%
26,3465.50%
27,3666.75%
28,3772.25%
29,3810.50%
30,3895.75%
31,3875.50%
32,3981.00%
33,4078.00%
34,4117.25%
35,4230.25%
36,4246.00%
37,4347.25%
38,4341.75%
39,4437.75%
40,4477.50%
41,4606.75%
42,4590.50%
43,4676.00%
44,4822.75%
45,4859.50%
46,4841.25%
47,4936.25%
48,4928.00%
49,4972.75%
50,5052.75%
51,5123.25%
52,5131.25%
53,5178.00%
54,5206.00%
55,5238.50%
56,5288.50%
57,5330.75%
58,5398.75%
59,5481.75%
60,5428.00%
61,5475.75%
62,5550.25%
63,5560.25%
64,5665.25%
65,5657.00%
66,5707.50%
67,5752.25%
68,5748.75%
69,5814.50%
70,5885.00%
71,5886.50%
72,5938.25%
73,5974.50%
74,6012.25%
75,5986.25%
76,6106.25%
77,6112.50%
78,6174.50%
79,6111.00%
80,6216.50%
81,6220.25%
82,6246.25%
83,6275.25%
84,6302.75%
85,6352.50%
86,6390.50%
87,6416.50%
88,6455.00%
89,6461.75%
90,6515.75%
91,6531.25%
92,6536.00%
93,6607.50%
94,6599.75%
95,6608.00%
96,6626.00%
97,6668.25%
98,6756.25%
99,6782.75%
100,6813.00%
101,6809.50%
102,6819.00%
103,6825.75%
104,6889.00%
105,6896.00%
106,6954.50%
107,6947.25%
108,6990.00%
109,7007.00%
110,7070.75%
111,7083.75%
112,7092.00%
113,7103.25%
114,7110.50%
115,7152.75%
116,7133.50%
117,7179.00%
118,7196.50%
119,7237.25%
120,7222.25%
121,7253.25%
122,7261.00%
123,7291.50%
124,7284.25%
125,7300.50%
126,7328.00%
127,7353.75%
128,7352.25%
129,7361.50%
130,7390.75%
131,7341.75%
132,7395.25%
133,7407.75%
134,7429.50%
135,7433.50%
136,7446.00%
137,7430.75%
138,7466.00%
139,7454.75%
140,7461.00%
141,7467.75%
142,7448.00%
143,7458.25%
144,7485.00%
145,7462.50%
146,7452.00%
147,7478.00%
148,7519.75%
149,7460.00%
150,7495.50%
