1,188.25%
2,479.50%
3,756.25%
4,1013.00%
5,1300.75%
6,1606.50%
7,1875.75%
8,2043.50%
9,2190.50%
10,2353.75%
11,2486.25%
12,2592.25%
13,2739.25%
14,2835.50%
15,2957.00%
16,3024.50%
17,3202.25%
18,3229.25%
19,3328.00%
20,3459.25%
21,3536.50%
22,3591.75%
23,3638.50%
24,3756.50%
25,3810.00%
26,3887.00%
27,3955.75%
28,3987.75%
29,4048.25%
30,4086.50%
31,4137.50%
32,4182.75%
33,4242.75%
34,4289.00%
35,4344.75%
36,4371.50%
37,4409.00%
38,4437.50%
39,4488.25%
40,4558.25%
41,4576.75%
42,4629.75%
43,4635.25%
44,4711.75%
45,4719.75%
46,4748.75%
47,4814.00%
48,4823.75%
49,4877.75%
50,4905.25%
51,4932.25%
52,4938.25%
53,4988.75%
54,5038.75%
55,5045.50%
56,5111.75%
57,5143.50%
58,5161.00%
59,5181.00%
60,5201.00%
61,5232.00%
62,5253.25%
63,5278.75%
64,5311.25%
65,5344.00%
66,5385.00%
67,5358.75%
68,5417.00%
69,5471.25%
70,5413.25%
71,5491.50%
72,5499.25%
73,5548.50%
74,5558.25%
75,5595.75%
76,5612.00%
77,5664.25%
78,5654.75%
79,5683.00%
80,5716.50%
81,5727.25%
82,5734.50%
83,5786.00%
84,5826.25%
85,5820.50%
86,5829.00%
87,5898.25%
88,5855.50%
89,5883.00%
90,5938.75%
91,5921.25%
92,5942.00%
93,6005.75%
94,6012.25%
95,6039.50%
96,6063.25%
97,6071.50%
98,6075.00%
99,6088.50%
100,6115.25%
101,6158.75%
102,6100.25%
103,6130.50%
104,6166.50%
105,6177.50%
106,6201.00%
107,6223.00%
108,6248.00%
109,6259.75%
110,6270.00%
111,6273.50%
112,6317.00%
113,6281.25%
114,6338.75%
115,6306.25%
116,6323.50%
117,6343.50%
118,6336.00%
119,6357.00%
120,6388.25%
121,6367.25%
122,6418.50%
123,6397.00%
124,6413.25%
125,6425.25%
126,6428.50%
127,6437.50%
128,6460.00%
129,6464.00%
130,6476.00%
131,6479.75%
132,6470.00%
133,6502.00%
134,6503.75%
135,6486.75%
136,6483.75%
137,6483.00%
138,6511.25%
139,6495.75%
140,6533.50%
141,6497.75%
142,6515.25%
143,6515.25%
144,6535.00%
145,6542.00%
146,6496.75%
147,6548.00%
148,6531.75%
149,6553.25%
150,6557.00%
