1,162.00%
2,311.25%
3,548.50%
4,725.50%
5,936.00%
6,1254.50%
7,1446.00%
8,1669.50%
9,1886.25%
10,2025.25%
11,2135.00%
12,2320.25%
13,2388.00%
14,2509.25%
15,2605.75%
16,2726.00%
17,2788.00%
18,2922.25%
19,3031.00%
20,3062.50%
21,3180.50%
22,3199.00%
23,3332.75%
24,3423.75%
25,3492.00%
26,3505.75%
27,3633.50%
28,3659.00%
29,3758.75%
30,3828.00%
31,3810.50%
32,3906.00%
33,3990.00%
34,3955.50%
35,4067.50%
36,4084.50%
37,4149.50%
38,4229.00%
39,4240.50%
40,4317.00%
41,4388.00%
42,4378.25%
43,4419.75%
44,4485.75%
45,4537.25%
46,4573.25%
47,4583.25%
48,4632.00%
49,4661.00%
50,4655.25%
51,4750.50%
52,4787.00%
53,4828.75%
54,4866.50%
55,4905.50%
56,4914.75%
57,4962.00%
58,4994.00%
59,5026.25%
60,5004.00%
61,5066.75%
62,5113.75%
63,5126.75%
64,5194.50%
65,5202.75%
66,5205.50%
67,5309.00%
68,5288.25%
69,5331.75%
70,5367.75%
71,5388.00%
72,5398.75%
73,5425.75%
74,5454.25%
75,5476.75%
76,5516.25%
77,5528.75%
78,5591.00%
79,5548.50%
80,5601.25%
81,5658.75%
82,5653.25%
83,5677.00%
84,5704.00%
85,5724.00%
86,5782.50%
87,5788.75%
88,5794.25%
89,5811.00%
90,5851.25%
91,5846.00%
92,5885.50%
93,5906.00%
94,5951.00%
95,5945.00%
96,5984.00%
97,6014.25%
98,5993.75%
99,6000.25%
100,6051.50%
101,6050.75%
102,6054.75%
103,6099.50%
104,6097.00%
105,6092.25%
106,6119.00%
107,6117.00%
108,6174.00%
109,6178.00%
110,6168.25%
111,6200.00%
112,6205.50%
113,6220.75%
114,6236.50%
115,6251.00%
116,6284.25%
117,6263.25%
118,6297.00%
119,6312.00%
120,6310.50%
121,6324.50%
122,6297.75%
123,6363.75%
124,6342.00%
125,6350.25%
126,6364.00%
127,6379.50%
128,6356.50%
129,6390.25%
130,6375.50%
131,6428.25%
132,6408.75%
133,6408.50%
134,6414.50%
135,6439.00%
136,6425.50%
137,6433.75%
138,6459.00%
139,6435.50%
140,6465.50%
141,6450.00%
142,6432.25%
143,6464.75%
144,6441.25%
145,6459.00%
146,6465.25%
147,6441.50%
148,6474.50%
149,6441.00%
150,6431.50%
