1,4.6000
2,4.5551
3,4.3968
4,4.1692
5,4.0400
6,3.9525
7,3.8223
8,3.7124
9,3.6285
10,3.5393
11,3.4578
12,3.3848
13,3.3460
14,3.2547
15,3.1970
16,3.1611
17,3.1127
18,3.0701
19,3.0135
20,2.9848
21,2.9485
22,2.8973
23,2.8669
24,2.8332
25,2.7946
26,2.7645
27,2.7332
28,2.7170
29,2.6764
30,2.6320
31,2.6114
32,2.5744
33,2.5441
34,2.5291
35,2.4952
36,2.4701
37,2.4342
38,2.4262
39,2.4203
40,2.3758
41,2.3388
42,2.3126
43,2.2919
44,2.2800
45,2.2565
46,2.2299
47,2.2080
48,2.1913
49,2.1590
50,2.1732
51,2.1646
52,2.1586
53,2.1305
54,2.1119
55,2.0862
56,2.0525
57,2.0426
58,2.0301
59,2.0061
60,1.9820
61,1.9668
62,1.9686
63,1.9372
64,1.9161
65,1.9196
66,1.9037
67,1.8891
68,1.8728
69,1.8632
70,1.8435
71,1.8392
72,1.8208
73,1.8166
74,1.8008
75,1.7808
76,1.7766
77,1.7735
78,1.7590
79,1.7438
80,1.7278
81,1.7260
82,1.7231
83,1.7200
84,1.6941
85,1.6775
86,1.6681
87,1.6568
88,1.6542
89,1.6509
90,1.6310
91,1.6270
92,1.6097
93,1.6053
94,1.5964
95,1.5945
96,1.5741
97,1.5688
98,1.5623
99,1.5571
100,1.5435
101,1.5447
102,1.5400
103,1.5238
104,1.5236
105,1.5201
106,1.5091
107,1.5010
108,1.4929
109,1.4926
110,1.4850
111,1.4838
112,1.4732
113,1.4729
114,1.4695
115,1.4629
116,1.4562
117,1.4481
118,1.4474
119,1.4409
120,1.4353
121,1.4354
122,1.4354
123,1.4252
124,1.4219
125,1.4218
126,1.4233
127,1.4188
128,1.4123
129,1.4197
130,1.4070
131,1.4080
132,1.4046
133,1.4031
134,1.4026
135,1.4041
136,1.3974
137,1.4009
138,1.4020
139,1.4005
140,1.3951
141,1.3919
142,1.3923
143,1.3900
144,1.3981
145,1.3881
146,1.3916
147,1.3925
148,1.3867
149,1.3918
150,1.3898
