1,4.6042
2,4.5901
3,4.4078
4,4.0988
5,3.9127
6,3.7252
7,3.5912
8,3.4523
9,3.3458
10,3.2137
11,3.1306
12,3.0629
13,2.9729
14,2.9322
15,2.8386
16,2.7483
17,2.6749
18,2.6343
19,2.5988
20,2.5488
21,2.5211
22,2.4626
23,2.4131
24,2.3973
25,2.3641
26,2.3092
27,2.3025
28,2.2560
29,2.3134
30,2.1914
31,2.2114
32,2.1600
33,2.1385
34,2.0676
35,2.0537
36,2.0526
37,2.0268
38,2.0313
39,1.9795
40,1.9634
41,1.9336
42,1.9044
43,1.8875
44,1.8590
45,1.8738
46,1.8371
47,1.8003
48,1.7888
49,1.7630
50,1.7453
51,1.7078
52,1.7344
53,1.6801
54,1.6496
55,1.6729
56,1.6278
57,1.6283
58,1.5765
59,1.5695
60,1.5674
61,1.5998
62,1.5549
63,1.5046
64,1.4891
65,1.5122
66,1.4777
67,1.4574
68,1.4474
69,1.4188
70,1.4278
71,1.3925
72,1.3710
73,1.3498
74,1.3677
75,1.3309
76,1.3163
77,1.2985
78,1.3158
79,1.2829
80,1.2632
81,1.2584
82,1.2258
83,1.2318
84,1.2583
85,1.2116
86,1.1926
87,1.1782
88,1.1750
89,1.1747
90,1.1523
91,1.1340
92,1.1232
93,1.1153
94,1.1046
95,1.0859
96,1.0614
97,1.0499
98,1.0618
99,1.0366
100,1.0214
101,1.0076
102,1.0119
103,1.0070
104,1.0024
105,0.9688
106,0.9627
107,0.9500
108,0.9467
109,0.9296
110,0.9204
111,0.9134
112,0.9150
113,0.8933
114,0.8849
115,0.8651
116,0.8651
117,0.8608
118,0.8588
119,0.8366
120,0.8388
121,0.8230
122,0.8390
123,0.8150
124,0.8144
125,0.8078
126,0.8053
127,0.7983
128,0.7902
129,0.7895
130,0.7766
131,0.7757
132,0.7767
133,0.7663
134,0.7631
135,0.7599
136,0.7484
137,0.7606
138,0.7486
139,0.7486
140,0.7507
141,0.7436
142,0.7438
143,0.7423
144,0.7430
145,0.7332
146,0.7397
147,0.7357
148,0.7291
149,0.7418
150,0.7389
