1,160.75%
2,269.00%
3,651.75%
4,1026.75%
5,1276.75%
6,1624.00%
7,1957.50%
8,2137.00%
9,2418.25%
10,2578.25%
11,2802.50%
12,2965.50%
13,3110.25%
14,3250.75%
15,3411.50%
16,3546.75%
17,3664.50%
18,3830.75%
19,3869.00%
20,3948.75%
21,4101.00%
22,4123.00%
23,4250.75%
24,4319.00%
25,4395.25%
26,4478.00%
27,4558.50%
28,4557.25%
29,4735.75%
30,4733.50%
31,4825.25%
32,4897.75%
33,4912.00%
34,4923.75%
35,5053.50%
36,5125.25%
37,5171.25%
38,5192.00%
39,5256.00%
40,5307.75%
41,5349.50%
42,5415.00%
43,5440.00%
44,5499.00%
45,5551.25%
46,5604.50%
47,5643.25%
48,5677.75%
49,5717.25%
50,5737.50%
51,5802.50%
52,5866.25%
53,5855.00%
54,5914.25%
55,5929.25%
56,6021.75%
57,6053.00%
58,6113.75%
59,6131.25%
60,6166.50%
61,6157.00%
62,6280.25%
63,6275.50%
64,6345.75%
65,6340.75%
66,6360.25%
67,6425.25%
68,6481.50%
69,6445.50%
70,6501.00%
71,6588.75%
72,6607.00%
73,6665.00%
74,6636.75%
75,6740.25%
76,6753.25%
77,6755.75%
78,6896.25%
79,6860.50%
80,6887.75%
81,6899.00%
82,6991.00%
83,7020.25%
84,7031.75%
85,7070.25%
86,7122.75%
87,7155.75%
88,7176.25%
89,7226.75%
90,7211.75%
91,7281.00%
92,7333.00%
93,7357.00%
94,7385.75%
95,7485.50%
96,7444.50%
97,7496.75%
98,7539.25%
99,7561.75%
100,7613.50%
101,7635.25%
102,7661.00%
103,7705.50%
104,7683.75%
105,7740.50%
106,7793.75%
107,7818.00%
108,7839.75%
109,7879.25%
110,7933.50%
111,7924.75%
112,8005.75%
113,7986.00%
114,8047.00%
115,8052.75%
116,8083.50%
117,8106.75%
118,8109.75%
119,8140.00%
120,8178.00%
121,8190.50%
122,8207.75%
123,8263.50%
124,8278.25%
125,8275.75%
126,8298.00%
127,8343.75%
128,8349.00%
129,8389.00%
130,8394.25%
131,8381.25%
132,8413.25%
133,8403.75%
134,8437.25%
135,8470.25%
136,8484.75%
137,8474.00%
138,8481.25%
139,8481.50%
140,8462.25%
141,8504.25%
142,8512.00%
143,8527.25%
144,8516.50%
145,8532.25%
146,8508.75%
147,8530.25%
148,8524.50%
149,8518.50%
150,8548.00%
