1,4.5958
2,4.2306
3,3.8952
4,3.6275
5,3.4008
6,3.2041
7,3.0201
8,2.8750
9,2.7621
10,2.6524
11,2.5688
12,2.4952
13,2.4269
14,2.3577
15,2.3129
16,2.2604
17,2.2132
18,2.1749
19,2.1333
20,2.1013
21,2.0690
22,2.0374
23,1.9961
24,1.9758
25,1.9527
26,1.9216
27,1.8953
28,1.8570
29,1.8419
30,1.8280
31,1.7866
32,1.7639
33,1.7533
34,1.7346
35,1.7005
36,1.6811
37,1.6661
38,1.6421
39,1.6421
40,1.6250
41,1.6080
42,1.5796
43,1.5717
44,1.5642
45,1.5376
46,1.5224
47,1.5121
48,1.4892
49,1.4812
50,1.4632
51,1.4317
52,1.4379
53,1.4256
54,1.4136
55,1.3992
56,1.3750
57,1.3695
58,1.3449
59,1.3390
60,1.3173
61,1.3130
62,1.2893
63,1.2875
64,1.2653
65,1.2568
66,1.2410
67,1.2153
68,1.2096
69,1.1876
70,1.1833
71,1.1697
72,1.1539
73,1.1409
74,1.1223
75,1.1177
76,1.0960
77,1.0863
78,1.0603
79,1.0650
80,1.0458
81,1.0333
82,1.0176
83,1.0058
84,0.9865
85,0.9561
86,0.9525
87,0.9427
88,0.9234
89,0.9147
90,0.8984
91,0.8871
92,0.8757
93,0.8549
94,0.8430
95,0.8272
96,0.8166
97,0.7999
98,0.7912
99,0.7720
100,0.7516
101,0.7366
102,0.7342
103,0.7270
104,0.7093
105,0.6940
106,0.6804
107,0.6649
108,0.6569
109,0.6397
110,0.6309
111,0.6103
112,0.6080
113,0.5994
114,0.5845
115,0.5702
116,0.5617
117,0.5471
118,0.5421
119,0.5284
120,0.5159
121,0.5034
122,0.4978
123,0.4928
124,0.4839
125,0.4780
126,0.4650
127,0.4560
128,0.4526
129,0.4463
130,0.4414
131,0.4376
132,0.4288
133,0.4259
134,0.4206
135,0.4174
136,0.4098
137,0.4077
138,0.3996
139,0.4000
140,0.3966
141,0.3900
142,0.3928
143,0.3901
144,0.3907
145,0.3892
146,0.3839
147,0.3836
148,0.3845
149,0.3812
150,0.3838
