1,185.25%
2,544.00%
3,1022.00%
4,1442.75%
5,1778.75%
6,2157.75%
7,2484.00%
8,2742.50%
9,2990.50%
10,3229.75%
11,3378.25%
12,3525.75%
13,3670.25%
14,3836.75%
15,3929.50%
16,4045.50%
17,4122.50%
18,4218.00%
19,4289.50%
20,4390.50%
21,4453.25%
22,4501.00%
23,4626.00%
24,4654.25%
25,4690.50%
26,4779.25%
27,4856.75%
28,4928.75%
29,4953.50%
30,4980.00%
31,5099.75%
32,5104.25%
33,5167.00%
34,5202.25%
35,5280.00%
36,5306.50%
37,5368.25%
38,5425.25%
39,5442.25%
40,5492.00%
41,5505.00%
42,5598.25%
43,5567.00%
44,5598.00%
45,5653.50%
46,5674.50%
47,5745.75%
48,5784.75%
49,5791.75%
50,5812.25%
51,5921.50%
52,5909.25%
53,5958.00%
54,5973.50%
55,5985.25%
56,6077.25%
57,6060.50%
58,6140.25%
59,6187.00%
60,6187.75%
61,6230.50%
62,6261.00%
63,6303.25%
64,6320.25%
65,6355.50%
66,6382.00%
67,6456.75%
68,6480.25%
69,6540.75%
70,6533.75%
71,6582.50%
72,6615.50%
73,6637.50%
74,6701.00%
75,6728.25%
76,6773.00%
77,6811.75%
78,6878.50%
79,6852.75%
80,6897.75%
81,6929.50%
82,6970.75%
83,7037.25%
84,7067.50%
85,7139.50%
86,7150.75%
87,7185.75%
88,7227.50%
89,7240.25%
90,7297.00%
91,7348.75%
92,7377.00%
93,7440.25%
94,7446.50%
95,7491.50%
96,7547.75%
97,7571.00%
98,7609.00%
99,7640.75%
100,7735.75%
101,7766.00%
102,7771.75%
103,7774.25%
104,7849.50%
105,7918.00%
106,7954.25%
107,7995.25%
108,8010.50%
109,8071.50%
110,8102.00%
111,8171.25%
112,8167.50%
113,8194.50%
114,8243.75%
115,8288.25%
116,8319.50%
117,8348.75%
118,8381.25%
119,8431.75%
120,8464.25%
121,8510.75%
122,8524.00%
123,8538.25%
124,8568.50%
125,8600.00%
126,8641.50%
127,8646.75%
128,8649.75%
129,8692.25%
130,8707.50%
131,8734.25%
132,8762.25%
133,8766.25%
134,8814.25%
135,8784.50%
136,8829.75%
137,8809.25%
138,8858.25%
139,8852.00%
140,8870.25%
141,8890.50%
142,8879.00%
143,8888.00%
144,8892.00%
145,8895.50%
146,8903.75%
147,8924.75%
148,8899.75%
149,8938.25%
150,8926.75%
